Epoch	TrainLoss
1	2.040112295723937
2	1.5358772503445521
3	1.0681631526983608
4	0.8447078071591799
5	0.712879716359136
6	0.625686576070688
7	0.5559163732296976
8	0.5023672815478976
9	0.46281503350533487
10	0.44218017618217126
11	0.4088594233593368
12	0.39054184344113635
13	0.3707584954817277
14	0.3552765285648653
15	0.3439731628769804
16	0.32677372729839266
17	0.31379911833254576
18	0.3029000661562166
19	0.29134070646503696
20	0.2871367592755181
21	0.28389559495631994
22	0.2771549945330376
23	0.2649998876749707
24	0.26199605472176274
25	0.2540905739149779
26	0.254381707447874
27	0.2520145136681969
28	0.24491156079351445
29	0.23625380953635705
30	0.1403590981250681
31	0.10929993169425088
32	0.10398114788943849
33	0.11115109877627524
34	0.11180206290100847
35	0.1096918782471772
36	0.11521742798750052
37	0.11719989223057961
38	0.11621753480333044
39	0.12070461801822534
40	0.12091754977603245
41	0.1175036155106619
42	0.11865708817396779
43	0.11649503863280844
44	0.12262174264644571
45	0.11522549513222465
46	0.1138805281990172
47	0.11221287874481105
48	0.1086537485365825
49	0.11842385043039956
50	0.11357535088382413
51	0.115590032342526
52	0.10713649046657335
53	0.11021131346159427
54	0.11278316118490056
55	0.10476916275746986
56	0.10680974076699723
57	0.11066729908385088
58	0.1021205745208675
59	0.10012307723083765
60	0.04104803946069287
61	0.02589619541278733
62	0.02621331186893651
63	0.0279751022553543
64	0.024831369019034877
65	0.031920176961690264
66	0.032220324529978014
67	0.0333809453893996
68	0.03738067368202654
69	0.03765064143978269
70	0.036732911420485855
71	0.038265675289646896
72	0.03998735350320864
73	0.045840195091941476
74	0.04428308713428505
75	0.04684307804697996
76	0.045186071049260056
77	0.047569263421589764
78	0.04681633831575856
79	0.04721466102220518
80	0.046033894414525205
81	0.05307547902197713
82	0.04388109718918648
83	0.050844603139535545
84	0.048241351685865456
85	0.048833945518373834
86	0.05582643041620627
87	0.051323330868273745
88	0.049839221493667346
89	0.05366378624344726
90	0.019247903429028934
91	0.008528847966695686
92	0.0060866755139216055
93	0.006700513929085773
94	0.007946258292609677
95	0.005905127572014814
96	0.006406679171282808
97	0.00834388232758969
98	0.008031377916598258
99	0.008176945126079537
100	0.01201524271551148
101	0.012101392886932473
102	0.01447675461449739
103	0.009859663759455885
104	0.01924805218250255
105	0.01448905935792057
106	0.016365733750336005
107	0.01508594703172212
108	0.018494169419521794
109	0.01702230703323851
110	0.015852204876501696
111	0.01598984031173427
112	0.015762579927454366
113	0.01787864294408075
114	0.016985048997856658
115	0.02574699665622219
116	0.022105959908622304
117	0.018151395768999025
118	0.01983953858761455
119	0.024533734397243354
120	0.008326520881308315
121	0.0038620113625007745
122	0.0022718402888456746
123	0.002106144120964362
124	0.0018182330025845895
125	0.0013152147003728182
126	0.001225475742168429
127	0.0011058512265565317
128	0.001062284715895248
129	0.0009813497704632408
130	0.0009227592088377384
131	0.0009390959339609365
132	0.000905840723897995
133	0.0008685827598242504
134	0.0008840390693639283
135	0.0008867974324590143
136	0.0008827631907832935
137	0.0008940103662121669
138	0.0009043931285493419
139	0.000879224108131912
140	0.0008809432844974367
141	0.0008808498093953637
142	0.000876250619347424
143	0.0008918545034694988
144	0.0008935699987587283
145	0.0008847809527986362
146	0.0008998890190035143
147	0.0009000868844094655
148	0.0009018751818512845
149	0.0009276259329069949
150	0.0009128307842392275
151	0.000911050968293739
152	0.0009098453975706587
153	0.0009144777722378044
154	0.0008906581879133726
155	0.000903327715621256
156	0.0009068448201912787
157	0.0009102266177039622
158	0.0009041240739831439
159	0.000953876762650907
160	0.0009362323205475041
161	0.0009068244062733296
162	0.0009008998705117065
163	0.0009122671316201558
164	0.0009081424732008934
165	0.0009066758138756446
166	0.000909002851206533
167	0.0009154714834507164
168	0.0009214066692789936
169	0.0009007295836275324
170	0.0009025557534149884
171	0.0009115836047150595
172	0.0009064820760032138
173	0.0009160769565621644
174	0.0009075919723869456
175	0.0009254912567108184
176	0.0009175338384890667
177	0.000915704566575682
178	0.0009144705218856064
179	0.0009135839275067763
180	0.0009177182680484184
181	0.000907724646105886
182	0.0009128635173396724
183	0.0009233687445759544
184	0.0009091257820646648
185	0.0009162958798920521
186	0.00090730949433025
187	0.0009136813718949437
188	0.0009124446669212349
189	0.0009151124398407462
190	0.0009147412655160517
191	0.0009165353119692496
192	0.0009193720264465112
193	0.0009150209119412429
194	0.0009027403943678912
195	0.0009191061091392546
196	0.0009044088918091658
197	0.0009077611558563302
198	0.0009186431021808321
199	0.000917364390331137
200	0.0009204272268330464
201	0.0009097103154539223
202	0.0009176285429488476
203	0.0009191259533366965
204	0.0009132279535693585
205	0.0009182262451142607
206	0.000919947104440416
207	0.0009203612994369301
208	0.00092422980678213
209	0.0009248369987315648
210	0.0009233633900666252
211	0.0009154781795647519
212	0.0009149312306090694
213	0.0009260607097009697
214	0.0009151872847696095
215	0.0009142763780482362
216	0.0009248874586699602
217	0.0009193029951380418
218	0.0009191347568360208
219	0.0009224888632821915
220	0.0009233112282612745
221	0.0009104352491452833
222	0.0009223537010740956
223	0.0009237843667766761
224	0.0009252058822647347
225	0.0009192566281956289
226	0.000928875941234162
227	0.0009189177847281575
228	0.0009063508829323437
229	0.0009156303961708893
230	0.0009221701062215335
231	0.0009160387641488267
232	0.0009163484073189251
233	0.0009174085221589183
234	0.0009208644290402283
235	0.0009356037373571178
236	0.0009110646326537899
237	0.0009292161334520373
238	0.0009248504534844891
239	0.0009157410135035358
240	0.000924795991806623
241	0.0009162672399364583
242	0.0009158857662797622
243	0.0009126912393366628
244	0.0009255988957762928
245	0.0009242889502316789
246	0.0009126764181179597
247	0.0009284338644703331
248	0.0009177209853487628
249	0.0009136292502841414
250	0.0009171582682205892
251	0.0009409658040058182
252	0.0009094973048909813
253	0.0009194272863583358
254	0.0009242165637204943
255	0.0009276664376978184
256	0.000908102422906205
257	0.0009220819833957593
258	0.0009184305167868924
259	0.0009139023168617502
260	0.0009229729548120476
261	0.0009123202234082629
262	0.000920085065975509
263	0.0009431052334306528
264	0.0009160362013741908
265	0.0009107922425355448
266	0.0009273731991138948
267	0.000914901672133609
268	0.0009200098779042968
269	0.0009184690654430243
270	0.0009106841596924816
271	0.0009216083667140997
272	0.0009266909088610726
273	0.0009224120690665968
274	0.0009188654402609143
275	0.0009252547493080616
276	0.0009183496980549162
277	0.0009202744422928261
278	0.0009169773696778852
279	0.0009244931171007474
280	0.0009331709530819065
281	0.0009185922382127903
282	0.0009157725860236113
283	0.0009130975398261224
284	0.0009172678794985747
285	0.0009103678872503931
286	0.0009218236807224048
287	0.0009258301513891219
288	0.0009226733823116306
289	0.0009244186056377676
290	0.0009344792789350862
291	0.000917401671668043
292	0.0009177153868436375
293	0.0009296900780914384
294	0.0009149718774206307
295	0.000929770973044188
296	0.0009310168322518734
297	0.0009357579147128765
298	0.0009261108077395603
299	0.0009226085909325487
300	0.0009140766814084309
